CPU,Memory,,TimeSlot,Timestamp,runtime,expected mitigation latency
0.622791667,0.677877426,,1000,437,797,35
0.086833333,0.928405285,,1000,354,1004,35
0.299833333,0.651554585,,2000,1069,561,50
0.16475,0.681226254,,2000,1425,1338,30
0.271458333,0.733583927,,2000,1887,267,50
0.070666667,0.427772045,,2000,1483,1496,35
0.293041667,0.690435648,,3000,2152,285,35
0.115333333,0.782794476,,3000,2260,712,30
0.152729167,0.689748764,,3000,2751,477,35
0.088291667,0.62251997,,3000,2420,1071,45
0.236625,0.769445419,,3000,2420,382,30
0.1855,0.783495903,,3000,2272,764,45
0.101875,0.534695148,,4000,3799,162,40
0.033833333,0.701357365,,4000,3334,2457,25
0.284291667,0.651422977,,4000,3990,82,20
0.494270833,0.788971663,,4000,3122,154,15
0.606708333,0.677426338,,4000,3431,710,45
0.173583333,0.7758255,,4000,3805,142,20
0.303958333,0.686711788,,4000,3735,478,35
0.275583333,0.631094456,,4000,3979,1336,40
0.128645833,0.60438633,,5000,4827,1339,40
0.252104167,0.891679287,,5000,4386,1310,35
0.085416667,0.687009335,,5000,4894,1372,30
0.233979167,0.692735195,,5000,4119,944,40
0.3375,0.754686356,,5000,4684,440,15
0.189958333,0.516652584,,5000,4225,315,20
0.203541667,0.767615795,,5000,4835,995,15
0.158645833,0.492655277,,5000,4201,214,35
0.19475,0.668916702,,5000,4169,738,45
0.265458333,0.627692699,,5000,4335,502,40
0.066708333,0.769135475,,5000,4986,901,45
0.109375,0.741949081,,5000,4493,1239,20
0.0495,0.593135834,,5000,4369,1036,35
0.221375,0.654205799,,5000,4892,675,35
0.069708333,0.470481873,,5000,4488,1465,20
0.122375,0.751773834,,5000,4953,58,35
0.119625,0.604152203,,6000,5303,973,20
0.150208333,0.572256565,,6000,5198,656,25
0.095458333,0.785436153,,6000,5345,1013,35
0.061666667,0.510414124,,6000,5795,657,45
0.238458333,0.485159397,,6000,5268,558,35
0.183916667,0.536944866,,6000,5193,1268,40
0.202645833,0.504173517,,6000,5956,509,25
0.508989583,0.780626655,,6000,5429,1467,15
0.174979167,0.484502792,,6000,5439,14,20
0.0885,0.539842129,,6000,5581,1129,15
0.143541667,0.495815277,,6000,5668,1296,40
0.087708333,0.72504878,,6000,5749,1097,30
0.074083333,0.677562237,,6000,5270,329,30
0.564916667,0.812606335,,6000,5955,81,15
0.204583333,0.710805893,,6000,5900,1048,25
0.087708333,0.504191399,,6000,5901,479,35
0.303083333,0.649953842,,6000,5813,137,25
0.174625,0.413066292,,6000,5961,1387,50
0.067416667,0.461434841,,6000,5117,583,30
0.321625,0.585992336,,6000,5868,398,15
0.189291667,0.742344379,,6000,5038,614,40
0.30975,0.603804111,,6000,5394,466,45
0.243416667,0.657932997,,6000,5296,712,35
0.142208333,0.47922802,,6000,5421,1494,30
